year_month,district,side,tier,secondary_price_per_m2_try,secondary_price_per_m2_usd,new_construction_price_per_m2_try,rental_per_m2_monthly_try,n_listings_secondary,n_listings_new_construction,n_listings_rental,try_usd_rate,cbrt_repo_rate_pct,avg_mortgage_rate_pct,inflation_yoy_pct
2022-04,Çatalca,European,affordable,5544,326,6132,23.3,74,73,117,17,14,19,80
2022-05,Çatalca,European,affordable,5920,348,6695,24.9,100,34,39,17,14,19,80
2022-06,Çatalca,European,affordable,5857,345,6453,24.6,150,24,42,17,14,19,80
2022-07,Çatalca,European,affordable,9038,532,9785,38,163,17,39,17,12,17,80
2022-08,Çatalca,European,affordable,8926,525,10180,37.5,41,48,91,17,12,17,80
2022-09,Çatalca,European,affordable,9249,544,10659,38.8,65,50,19,17,12,17,80
2022-10,Çatalca,European,affordable,9114,487,10278,38.3,134,31,13,18.7,9,14,64
2022-11,Çatalca,European,affordable,9069,485,9661,38.1,38,17,81,18.7,9,14,64
2022-12,Çatalca,European,affordable,8677,464,9429,36.4,146,14,65,18.7,9,14,64
2023-01,Çatalca,European,affordable,11887,566,12793,49.9,130,23,114,21,8.5,13.5,39
2023-02,Çatalca,European,affordable,12348,588,13600,51.9,179,12,86,21,8.5,13.5,39
2023-03,Çatalca,European,affordable,11951,569,13042,50.2,64,66,49,21,8.5,13.5,39
2023-04,Çatalca,European,affordable,11588,552,11854,48.7,127,35,15,21,8.5,13.5,39
2023-05,Çatalca,European,affordable,12520,596,14037,52.6,76,15,87,21,8.5,13.5,39
2023-06,Çatalca,European,affordable,12218,582,13097,51.3,110,43,82,21,8.5,13.5,39
2023-07,Çatalca,European,affordable,15605,589,16895,65.5,176,68,55,26.5,25,30,65
2023-08,Çatalca,European,affordable,15630,590,16722,65.6,142,9,93,26.5,25,30,65
2023-09,Çatalca,European,affordable,15637,590,17353,65.7,60,15,81,26.5,25,30,65
2023-10,Çatalca,European,affordable,14894,514,15679,62.6,138,32,107,29,42.5,47.5,65
2023-11,Çatalca,European,affordable,15979,551,17598,67.1,23,41,55,29,42.5,47.5,65
2023-12,Çatalca,European,affordable,15011,518,16555,63,30,6,82,29,42.5,47.5,65
2024-01,Çatalca,European,affordable,17753,555,18989,74.6,101,22,66,32,50,55,75
2024-02,Çatalca,European,affordable,17568,549,20506,73.8,56,16,10,32,50,55,75
2024-03,Çatalca,European,affordable,17519,547,19668,73.6,36,10,18,32,50,55,75
2024-04,Çatalca,European,affordable,17823,557,20527,74.9,31,65,40,32,50,55,75
2024-05,Çatalca,European,affordable,17099,534,19113,71.8,57,9,78,32,50,55,75
2024-06,Çatalca,European,affordable,17515,547,19336,73.6,175,41,72,32,50,55,75
2024-07,Çatalca,European,affordable,18723,551,20846,78.6,100,68,13,34,50,55,49
2024-08,Çatalca,European,affordable,19901,585,22145,83.6,83,35,14,34,50,55,49
2024-09,Çatalca,European,affordable,18496,544,19267,77.7,33,52,96,34,50,55,49
2024-10,Çatalca,European,affordable,19201,565,19907,80.6,97,12,36,34,50,55,49
2024-11,Çatalca,European,affordable,18320,539,19540,76.9,126,12,70,34,50,55,49
2024-12,Çatalca,European,affordable,18903,556,20411,79.4,96,75,32,34,50,55,49
2025-01,Çatalca,European,affordable,20177,560,22614,84.7,32,75,114,36,47.5,52.5,36
2025-02,Çatalca,European,affordable,20175,560,22105,84.7,144,68,44,36,47.5,52.5,36
2025-03,Çatalca,European,affordable,20186,561,22453,84.8,15,56,16,36,47.5,52.5,36
2025-04,Çatalca,European,affordable,20068,557,21771,84.3,106,16,103,36,47.5,52.5,36
2025-05,Çatalca,European,affordable,19937,554,21648,83.7,80,37,31,36,47.5,52.5,36
2025-06,Çatalca,European,affordable,20497,569,23131,86.1,175,14,52,36,47.5,52.5,36
2025-07,Çatalca,European,affordable,22029,604,24539,92.5,171,32,111,36.5,45,50,30
2025-08,Çatalca,European,affordable,20994,575,22225,88.2,82,29,93,36.5,45,50,30
2025-09,Çatalca,European,affordable,20807,570,22334,87.4,128,78,118,36.5,45,50,30
2025-10,Çatalca,European,affordable,21045,577,22862,88.4,33,76,72,36.5,45,50,30
2025-11,Çatalca,European,affordable,21670,594,24503,91,113,40,42,36.5,45,50,30
2025-12,Çatalca,European,affordable,21362,585,23811,89.7,86,62,12,36.5,45,50,30
2026-01,Çatalca,European,affordable,21514,589,23569,90.4,56,41,37,36.5,45,50,30
2026-02,Çatalca,European,affordable,22453,615,24837,94.3,107,64,73,36.5,45,50,30
2026-03,Çatalca,European,affordable,20400,559,22100,85.7,57,75,57,36.5,45,50,30
2026-04,Çatalca,European,affordable,21968,602,24351,92.3,159,48,50,36.5,45,50,30
2020-01,Moda (Kadıköy),Asian,luxury,6302,1016,6788,26.5,134,43,71,6.2,10.75,15.75,11
2020-02,Moda (Kadıköy),Asian,luxury,6230,1005,6600,26.2,130,29,35,6.2,10.75,15.75,11
2020-03,Moda (Kadıköy),Asian,luxury,6161,994,7112,25.9,29,49,29,6.2,10.75,15.75,11
2020-04,Moda (Kadıköy),Asian,luxury,7590,1084,8288,31.9,36,22,57,7,8.25,13.25,11
2020-05,Moda (Kadıköy),Asian,luxury,7139,1020,8315,30,26,59,37,7,8.25,13.25,11
2020-06,Moda (Kadıköy),Asian,luxury,7177,1025,7881,30.1,15,44,86,7,8.25,13.25,11
2020-07,Moda (Kadıköy),Asian,luxury,7275,1039,8113,30.6,142,17,14,7,8.25,13.25,14
2020-08,Moda (Kadıköy),Asian,luxury,7167,1024,7829,30.1,48,37,99,7,8.25,13.25,14
2020-09,Moda (Kadıköy),Asian,luxury,7775,1111,9037,32.7,91,34,80,7,8.25,13.25,14
2020-10,Moda (Kadıköy),Asian,luxury,9927,1324,11069,41.7,173,18,104,7.5,10.25,15.25,14
2020-11,Moda (Kadıköy),Asian,luxury,10370,1383,11706,43.6,17,17,54,7.5,10.25,15.25,14
2020-12,Moda (Kadıköy),Asian,luxury,10031,1337,10996,42.1,71,75,74,7.5,10.25,15.25,14
2021-01,Moda (Kadıköy),Asian,luxury,13708,1828,14610,57.6,19,34,119,7.5,17,22,19.5
2021-02,Moda (Kadıköy),Asian,luxury,13710,1828,14928,57.6,86,70,97,7.5,17,22,19.5
2021-03,Moda (Kadıköy),Asian,luxury,13216,1762,14837,55.5,173,33,100,7.5,17,22,19.5
2021-04,Moda (Kadıköy),Asian,luxury,14093,1658,15651,59.2,132,76,15,8.5,19,24,19.5
2021-05,Moda (Kadıköy),Asian,luxury,13425,1579,14367,56.4,37,75,76,8.5,19,24,19.5
2021-06,Moda (Kadıköy),Asian,luxury,13252,1559,14287,55.7,85,22,48,8.5,19,24,19.5
2021-07,Moda (Kadıköy),Asian,luxury,19369,2279,22473,81.4,16,44,76,8.5,19,24,19.5
2021-08,Moda (Kadıköy),Asian,luxury,20516,2414,22056,86.2,167,54,15,8.5,19,24,19.5
2021-09,Moda (Kadıköy),Asian,luxury,19723,2320,21210,82.8,17,61,50,8.5,19,24,19.5
2021-10,Moda (Kadıköy),Asian,luxury,19036,1731,21020,79.9,17,55,77,11,14,19,54
2021-11,Moda (Kadıköy),Asian,luxury,20512,1865,21927,86.2,139,51,10,11,14,19,54
2021-12,Moda (Kadıköy),Asian,luxury,20014,1819,21840,84.1,79,75,111,11,14,19,54
2022-01,Moda (Kadıköy),Asian,luxury,40087,2765,46474,168.4,83,79,24,14.5,14,19,54
2022-02,Moda (Kadıköy),Asian,luxury,40023,2760,44344,168.1,55,44,110,14.5,14,19,54
2022-03,Moda (Kadıköy),Asian,luxury,40662,2804,42571,170.8,167,26,70,14.5,14,19,54
2022-04,Moda (Kadıköy),Asian,luxury,39460,2321,43104,165.7,17,62,79,17,14,19,80
2022-05,Moda (Kadıköy),Asian,luxury,39713,2336,45056,166.8,149,51,76,17,14,19,80
2022-06,Moda (Kadıköy),Asian,luxury,38286,2252,44051,160.8,126,44,56,17,14,19,80
2022-07,Moda (Kadıköy),Asian,luxury,59344,3491,62778,249.2,36,44,17,17,12,17,80
2022-08,Moda (Kadıköy),Asian,luxury,59805,3518,64496,251.2,57,62,102,17,12,17,80
2022-09,Moda (Kadıköy),Asian,luxury,61888,3640,66556,259.9,161,72,15,17,12,17,80
2022-10,Moda (Kadıköy),Asian,luxury,63614,3402,69852,267.2,158,23,75,18.7,9,14,64
2022-11,Moda (Kadıköy),Asian,luxury,61231,3274,68865,257.2,18,12,44,18.7,9,14,64
2022-12,Moda (Kadıköy),Asian,luxury,60936,3259,66204,255.9,143,36,78,18.7,9,14,64
2023-01,Moda (Kadıköy),Asian,luxury,84057,4003,90254,353,145,26,15,21,8.5,13.5,39
2023-02,Moda (Kadıköy),Asian,luxury,82205,3915,88067,345.3,96,17,25,21,8.5,13.5,39
2023-03,Moda (Kadıköy),Asian,luxury,84157,4007,92008,353.5,103,75,23,21,8.5,13.5,39
2023-04,Moda (Kadıköy),Asian,luxury,81957,3903,93309,344.2,77,22,105,21,8.5,13.5,39
2023-05,Moda (Kadıköy),Asian,luxury,82375,3923,88525,346,145,61,94,21,8.5,13.5,39
2023-06,Moda (Kadıköy),Asian,luxury,80190,3819,89592,336.8,120,72,44,21,8.5,13.5,39
2023-07,Moda (Kadıköy),Asian,luxury,109400,4128,119746,459.5,87,21,88,26.5,25,30,65
2023-08,Moda (Kadıköy),Asian,luxury,106176,4007,119095,445.9,156,7,28,26.5,25,30,65
2023-09,Moda (Kadıköy),Asian,luxury,108113,4080,116404,454.1,64,42,111,26.5,25,30,65
2023-10,Moda (Kadıköy),Asian,luxury,108408,3738,115024,455.3,18,31,49,29,42.5,47.5,65
2023-11,Moda (Kadıköy),Asian,luxury,104153,3591,110762,437.4,159,28,32,29,42.5,47.5,65
2023-12,Moda (Kadıköy),Asian,luxury,103231,3560,110708,433.6,89,71,92,29,42.5,47.5,65
2024-01,Moda (Kadıköy),Asian,luxury,122000,3812,132599,512.4,50,78,51,32,50,55,75
2024-02,Moda (Kadıköy),Asian,luxury,121195,3787,131786,509,133,22,70,32,50,55,75
2024-03,Moda (Kadıköy),Asian,luxury,118706,3710,135694,498.6,54,68,29,32,50,55,75
2024-04,Moda (Kadıköy),Asian,luxury,118214,3694,128390,496.5,174,66,85,32,50,55,75
2024-05,Moda (Kadıköy),Asian,luxury,117694,3678,128509,494.3,171,71,77,32,50,55,75
2024-06,Moda (Kadıköy),Asian,luxury,125835,3932,141596,528.5,134,12,93,32,50,55,75
2024-07,Moda (Kadıköy),Asian,luxury,129747,3816,143741,544.9,100,20,75,34,50,55,49
2024-08,Moda (Kadıköy),Asian,luxury,127893,3762,141039,537.1,168,52,108,34,50,55,49
2024-09,Moda (Kadıköy),Asian,luxury,128786,3788,147506,540.9,52,72,78,34,50,55,49
2024-10,Moda (Kadıköy),Asian,luxury,134402,3953,149446,564.5,78,59,40,34,50,55,49
2024-11,Moda (Kadıköy),Asian,luxury,127322,3745,136683,534.8,46,11,21,34,50,55,49
2024-12,Moda (Kadıköy),Asian,luxury,133359,3922,140297,560.1,144,10,117,34,50,55,49
2025-01,Moda (Kadıköy),Asian,luxury,139680,3880,155610,586.7,174,27,108,36,47.5,52.5,36
2025-02,Moda (Kadıköy),Asian,luxury,139153,3865,156372,584.4,168,50,71,36,47.5,52.5,36
2025-03,Moda (Kadıköy),Asian,luxury,137718,3825,149718,578.4,160,25,59,36,47.5,52.5,36
2025-04,Moda (Kadıköy),Asian,luxury,137301,3814,150547,576.7,130,75,46,36,47.5,52.5,36
2025-05,Moda (Kadıköy),Asian,luxury,136495,3792,152258,573.3,56,78,110,36,47.5,52.5,36
2025-06,Moda (Kadıköy),Asian,luxury,138797,3855,146220,582.9,151,32,42,36,47.5,52.5,36
2025-07,Moda (Kadıköy),Asian,luxury,142854,3914,158197,600,50,21,111,36.5,45,50,30
2025-08,Moda (Kadıköy),Asian,luxury,144231,3952,155218,605.8,53,64,67,36.5,45,50,30
2025-09,Moda (Kadıköy),Asian,luxury,148533,4069,169025,623.8,167,51,32,36.5,45,50,30
2025-10,Moda (Kadıköy),Asian,luxury,149438,4094,167645,627.6,155,30,100,36.5,45,50,30
2025-11,Moda (Kadıköy),Asian,luxury,140614,3852,152635,590.6,33,52,105,36.5,45,50,30
2025-12,Moda (Kadıköy),Asian,luxury,143966,3944,157903,604.7,156,25,54,36.5,45,50,30
2026-01,Moda (Kadıköy),Asian,luxury,151691,4156,167503,637.1,84,65,87,36.5,45,50,30
2026-02,Moda (Kadıköy),Asian,luxury,144739,3965,159839,607.9,133,29,13,36.5,45,50,30
2026-03,Moda (Kadıköy),Asian,luxury,146256,4007,162349,614.3,29,37,30,36.5,45,50,30
2026-04,Moda (Kadıköy),Asian,luxury,148663,4073,160437,624.4,70,49,49,36.5,45,50,30
2020-01,Caddebostan,Asian,luxury,6845,1104,7474,28.7,56,61,79,6.2,10.75,15.75,11
2020-02,Caddebostan,Asian,luxury,6910,1115,7358,29,114,37,58,6.2,10.75,15.75,11
2020-03,Caddebostan,Asian,luxury,6804,1097,7449,28.6,99,20,67,6.2,10.75,15.75,11
2020-04,Caddebostan,Asian,luxury,8173,1168,8877,34.3,101,49,116,7,8.25,13.25,11
2020-05,Caddebostan,Asian,luxury,8507,1215,9745,35.7,164,47,62,7,8.25,13.25,11
2020-06,Caddebostan,Asian,luxury,8320,1189,8981,34.9,44,55,46,7,8.25,13.25,11
2020-07,Caddebostan,Asian,luxury,8255,1179,9410,34.7,75,23,25,7,8.25,13.25,14
2020-08,Caddebostan,Asian,luxury,8366,1195,8800,35.1,117,64,50,7,8.25,13.25,14
2020-09,Caddebostan,Asian,luxury,8323,1189,9472,35,111,41,56,7,8.25,13.25,14
2020-10,Caddebostan,Asian,luxury,11123,1483,12086,46.7,136,49,74,7.5,10.25,15.25,14
2020-11,Caddebostan,Asian,luxury,11133,1484,12320,46.8,73,75,90,7.5,10.25,15.25,14
2020-12,Caddebostan,Asian,luxury,11104,1481,11803,46.6,17,65,66,7.5,10.25,15.25,14
2021-01,Caddebostan,Asian,luxury,14809,1975,16164,62.2,84,60,108,7.5,17,22,19.5
2021-02,Caddebostan,Asian,luxury,15560,2075,17370,65.4,70,9,61,7.5,17,22,19.5
2021-03,Caddebostan,Asian,luxury,15599,2080,16688,65.5,46,49,63,7.5,17,22,19.5
2021-04,Caddebostan,Asian,luxury,15154,1783,16700,63.6,154,63,37,8.5,19,24,19.5
2021-05,Caddebostan,Asian,luxury,14972,1761,15891,62.9,131,31,40,8.5,19,24,19.5
2021-06,Caddebostan,Asian,luxury,15515,1825,16930,65.2,133,51,36,8.5,19,24,19.5
2021-07,Caddebostan,Asian,luxury,21675,2550,25296,91,41,68,66,8.5,19,24,19.5
2021-08,Caddebostan,Asian,luxury,21949,2582,23362,92.2,16,8,27,8.5,19,24,19.5
2021-09,Caddebostan,Asian,luxury,21632,2545,23281,90.9,157,55,64,8.5,19,24,19.5
2021-10,Caddebostan,Asian,luxury,22043,2004,25124,92.6,72,59,77,11,14,19,54
2021-11,Caddebostan,Asian,luxury,23307,2119,25666,97.9,37,72,76,11,14,19,54
2021-12,Caddebostan,Asian,luxury,22577,2052,23440,94.8,21,29,93,11,14,19,54
2022-01,Caddebostan,Asian,luxury,45665,3149,49261,191.8,151,46,98,14.5,14,19,54
2022-02,Caddebostan,Asian,luxury,45814,3160,48819,192.4,57,17,69,14.5,14,19,54
2022-03,Caddebostan,Asian,luxury,45955,3169,50590,193,90,22,44,14.5,14,19,54
2022-04,Caddebostan,Asian,luxury,44580,2622,48886,187.2,85,45,65,17,14,19,80
2022-05,Caddebostan,Asian,luxury,42958,2527,44748,180.4,68,70,76,17,14,19,80
2022-06,Caddebostan,Asian,luxury,43805,2577,46131,184,150,8,76,17,14,19,80
2022-07,Caddebostan,Asian,luxury,67364,3963,71402,282.9,157,57,60,17,12,17,80
2022-08,Caddebostan,Asian,luxury,68250,4015,78208,286.7,168,31,72,17,12,17,80
2022-09,Caddebostan,Asian,luxury,68340,4020,74916,287,33,7,34,17,12,17,80
2022-10,Caddebostan,Asian,luxury,66564,3560,70100,279.6,26,31,35,18.7,9,14,64
2022-11,Caddebostan,Asian,luxury,64890,3470,67077,272.5,109,43,97,18.7,9,14,64
2022-12,Caddebostan,Asian,luxury,66797,3572,74988,280.5,145,38,113,18.7,9,14,64
2023-01,Caddebostan,Asian,luxury,92141,4388,102294,387,67,19,97,21,8.5,13.5,39
2023-02,Caddebostan,Asian,luxury,88798,4228,101748,373,54,13,118,21,8.5,13.5,39
2023-03,Caddebostan,Asian,luxury,92383,4399,102293,388,92,25,69,21,8.5,13.5,39
2023-04,Caddebostan,Asian,luxury,92259,4393,100361,387.5,22,30,43,21,8.5,13.5,39
2023-05,Caddebostan,Asian,luxury,90928,4330,98768,381.9,120,55,118,21,8.5,13.5,39
2023-06,Caddebostan,Asian,luxury,92659,4412,101733,389.2,31,50,16,21,8.5,13.5,39
2023-07,Caddebostan,Asian,luxury,112990,4264,127703,474.6,117,56,91,26.5,25,30,65
2023-08,Caddebostan,Asian,luxury,114482,4320,128354,480.8,102,71,66,26.5,25,30,65
2023-09,Caddebostan,Asian,luxury,110872,4184,120199,465.7,166,71,31,26.5,25,30,65
2023-10,Caddebostan,Asian,luxury,115885,3996,128083,486.7,172,34,23,29,42.5,47.5,65
2023-11,Caddebostan,Asian,luxury,118339,4081,130409,497,90,12,56,29,42.5,47.5,65
2023-12,Caddebostan,Asian,luxury,119602,4124,129012,502.3,59,42,43,29,42.5,47.5,65
2024-01,Caddebostan,Asian,luxury,136620,4269,147986,573.8,121,42,76,32,50,55,75
2024-02,Caddebostan,Asian,luxury,134811,4213,147652,566.2,103,28,116,32,50,55,75
2024-03,Caddebostan,Asian,luxury,135400,4231,147453,568.7,88,26,67,32,50,55,75
2024-04,Caddebostan,Asian,luxury,133011,4157,150567,558.6,76,54,69,32,50,55,75
2024-05,Caddebostan,Asian,luxury,138820,4338,147732,583,132,14,119,32,50,55,75
2024-06,Caddebostan,Asian,luxury,134552,4205,146914,565.1,32,24,53,32,50,55,75
2024-07,Caddebostan,Asian,luxury,142842,4201,155684,599.9,160,47,93,34,50,55,49
2024-08,Caddebostan,Asian,luxury,146087,4297,168228,613.6,132,53,86,34,50,55,49
2024-09,Caddebostan,Asian,luxury,142779,4199,155618,599.7,139,10,52,34,50,55,49
2024-10,Caddebostan,Asian,luxury,147713,4345,163216,620.4,97,58,97,34,50,55,49
2024-11,Caddebostan,Asian,luxury,143787,4229,155039,603.9,45,17,44,34,50,55,49
2024-12,Caddebostan,Asian,luxury,156453,4602,169669,657.1,174,24,108,34,50,55,49
2025-01,Caddebostan,Asian,luxury,154571,4294,164046,649.2,48,13,44,36,47.5,52.5,36
2025-02,Caddebostan,Asian,luxury,154008,4278,169709,646.8,57,45,27,36,47.5,52.5,36
2025-03,Caddebostan,Asian,luxury,151281,4202,169998,635.4,56,37,23,36,47.5,52.5,36
2025-04,Caddebostan,Asian,luxury,154467,4291,174162,648.8,129,24,36,36,47.5,52.5,36
2025-05,Caddebostan,Asian,luxury,154134,4281,173029,647.4,122,23,53,36,47.5,52.5,36
2025-06,Caddebostan,Asian,luxury,151879,4219,168938,637.9,102,16,90,36,47.5,52.5,36
2025-07,Caddebostan,Asian,luxury,164047,4494,186070,689,140,5,89,36.5,45,50,30
2025-08,Caddebostan,Asian,luxury,158884,4353,173388,667.3,100,39,19,36.5,45,50,30
2025-09,Caddebostan,Asian,luxury,164042,4494,176556,689,66,47,71,36.5,45,50,30
2025-10,Caddebostan,Asian,luxury,167362,4585,184669,702.9,21,78,107,36.5,45,50,30
2025-11,Caddebostan,Asian,luxury,163956,4492,178094,688.6,117,76,59,36.5,45,50,30
2025-12,Caddebostan,Asian,luxury,161642,4429,173969,678.9,136,44,100,36.5,45,50,30
2026-01,Caddebostan,Asian,luxury,168870,4627,186421,709.3,81,55,106,36.5,45,50,30
2026-02,Caddebostan,Asian,luxury,167817,4598,183275,704.8,175,51,50,36.5,45,50,30
2026-03,Caddebostan,Asian,luxury,166356,4558,179195,698.7,105,16,11,36.5,45,50,30
2026-04,Caddebostan,Asian,luxury,155618,4264,173901,653.6,70,64,90,36.5,45,50,30
2020-01,Suadiye,Asian,luxury,5863,946,6404,24.6,156,58,16,6.2,10.75,15.75,11
2020-02,Suadiye,Asian,luxury,6269,1011,6924,26.3,158,49,29,6.2,10.75,15.75,11
2020-03,Suadiye,Asian,luxury,6231,1005,7081,26.2,153,66,12,6.2,10.75,15.75,11
2020-04,Suadiye,Asian,luxury,7422,1060,7936,31.2,37,72,49,7,8.25,13.25,11
2020-05,Suadiye,Asian,luxury,7389,1056,7967,31,48,49,105,7,8.25,13.25,11
2020-06,Suadiye,Asian,luxury,7247,1035,7937,30.4,67,47,79,7,8.25,13.25,11
2020-07,Suadiye,Asian,luxury,7540,1077,8403,31.7,131,73,82,7,8.25,13.25,14
2020-08,Suadiye,Asian,luxury,7444,1063,8119,31.3,152,25,41,7,8.25,13.25,14
2020-09,Suadiye,Asian,luxury,7209,1030,7870,30.3,42,51,26,7,8.25,13.25,14
2020-10,Suadiye,Asian,luxury,9991,1332,10797,42,91,51,57,7.5,10.25,15.25,14
2020-11,Suadiye,Asian,luxury,9561,1275,10228,40.2,79,16,53,7.5,10.25,15.25,14
2020-12,Suadiye,Asian,luxury,10182,1358,11248,42.8,100,72,43,7.5,10.25,15.25,14
2021-01,Suadiye,Asian,luxury,13211,1761,14648,55.5,98,32,67,7.5,17,22,19.5
2021-02,Suadiye,Asian,luxury,13693,1826,14641,57.5,126,67,81,7.5,17,22,19.5
2021-03,Suadiye,Asian,luxury,13148,1753,14661,55.2,159,76,64,7.5,17,22,19.5
2021-04,Suadiye,Asian,luxury,13350,1571,14345,56.1,50,5,95,8.5,19,24,19.5
2021-05,Suadiye,Asian,luxury,13376,1574,14798,56.2,144,12,95,8.5,19,24,19.5
2021-06,Suadiye,Asian,luxury,13030,1533,14599,54.7,160,65,26,8.5,19,24,19.5
2021-07,Suadiye,Asian,luxury,20801,2447,23394,87.4,120,59,114,8.5,19,24,19.5
2021-08,Suadiye,Asian,luxury,19163,2254,21256,80.5,79,7,18,8.5,19,24,19.5
2021-09,Suadiye,Asian,luxury,20582,2421,22856,86.4,77,52,20,8.5,19,24,19.5
2021-10,Suadiye,Asian,luxury,21135,1921,24578,88.8,43,53,112,11,14,19,54
2021-11,Suadiye,Asian,luxury,18710,1701,19638,78.6,166,72,74,11,14,19,54
2021-12,Suadiye,Asian,luxury,19506,1773,21688,81.9,166,70,79,11,14,19,54
2022-01,Suadiye,Asian,luxury,39809,2745,45242,167.2,95,37,87,14.5,14,19,54
2022-02,Suadiye,Asian,luxury,39898,2752,45458,167.6,133,15,79,14.5,14,19,54
2022-03,Suadiye,Asian,luxury,41233,2844,46000,173.2,92,24,91,14.5,14,19,54
2022-04,Suadiye,Asian,luxury,40202,2365,42891,168.9,60,76,35,17,14,19,80
2022-05,Suadiye,Asian,luxury,39427,2319,43691,165.6,31,71,86,17,14,19,80
2022-06,Suadiye,Asian,luxury,37840,2226,40807,158.9,170,76,86,17,14,19,80
2022-07,Suadiye,Asian,luxury,64844,3814,71516,272.3,164,54,55,17,12,17,80
2022-08,Suadiye,Asian,luxury,61917,3642,67699,260.1,153,44,80,17,12,17,80
2022-09,Suadiye,Asian,luxury,61408,3612,69780,257.9,53,71,32,17,12,17,80
2022-10,Suadiye,Asian,luxury,61765,3303,66345,259.4,175,59,74,18.7,9,14,64
2022-11,Suadiye,Asian,luxury,61520,3290,67501,258.4,79,54,10,18.7,9,14,64
2022-12,Suadiye,Asian,luxury,64749,3463,68089,271.9,31,8,78,18.7,9,14,64
2023-01,Suadiye,Asian,luxury,85758,4084,93526,360.2,112,72,79,21,8.5,13.5,39
2023-02,Suadiye,Asian,luxury,80952,3855,89788,340,16,55,35,21,8.5,13.5,39
2023-03,Suadiye,Asian,luxury,85134,4054,94198,357.6,28,54,19,21,8.5,13.5,39
2023-04,Suadiye,Asian,luxury,82336,3921,91781,345.8,137,27,108,21,8.5,13.5,39
2023-05,Suadiye,Asian,luxury,84604,4029,95029,355.3,157,65,21,21,8.5,13.5,39
2023-06,Suadiye,Asian,luxury,87084,4147,94616,365.8,23,54,14,21,8.5,13.5,39
2023-07,Suadiye,Asian,luxury,105223,3971,112880,441.9,74,41,78,26.5,25,30,65
2023-08,Suadiye,Asian,luxury,103023,3888,105828,432.7,24,37,112,26.5,25,30,65
2023-09,Suadiye,Asian,luxury,102293,3860,112185,429.6,115,17,39,26.5,25,30,65
2023-10,Suadiye,Asian,luxury,107409,3704,115738,451.1,157,44,12,29,42.5,47.5,65
2023-11,Suadiye,Asian,luxury,107237,3698,115816,450.4,69,60,93,29,42.5,47.5,65
2023-12,Suadiye,Asian,luxury,105022,3621,112803,441.1,155,41,14,29,42.5,47.5,65
